age,height_cm,overall,potential,value_eur,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,skill_dribbling,skill_ball_control,movement_reactions,power_jumping,power_strength,mentality_vision,pace_median
33,187,64,64,275000,1,3,3,Medium/Medium,SUB,63,66,65,59,48,77,59,71.0
27,175,72,72,3200000,1,3,3,High/Medium,LCM,51,69,74,72,50,57,75,69.0
25,190,64,65,525000,0,3,3,Medium/Medium,SUB,45,64,62,54,62,68,55,79.0
23,173,59,68,240000,1,4,3,High/Medium,RW,49,58,56,46,58,56,52,76.0
20,183,57,74,210000,1,3,2,Medium/Medium,SUB,52,43,58,49,64,56,49,60.0
24,177,69,69,1000000,1,2,2,Low/Medium,SUB,59,53,50,70,69,68,41,66.0
24,172,63,70,450000,0,2,2,Medium/Medium,SUB,43,60,50,63,82,51,40,82.0
20,175,63,72,575000,0,3,2,High/Medium,SUB,70,58,64,67,70,60,42,68.0
22,188,62,68,325000,1,4,1,Medium/Medium,SUB,12,9,15,55,45,51,21,68.0
23,194,64,72,500000,0,2,1,Medium/Medium,SUB,15,11,13,55,43,49,34,68.0
28,180,74,74,5500000,1,3,3,High/High,RM,65,74,75,70,71,67,67,73.0
28,175,79,79,11000000,1,3,2,Medium/Medium,RB,71,68,74,76,57,71,66,83.0
26,188,70,74,1700000,1,3,1,Medium/Medium,GK,11,17,30,67,74,68,48,68.0
24,178,66,70,850000,0,3,2,Medium/Medium,LM,62,63,62,64,70,52,67,73.0
33,178,69,69,650000,1,4,3,High/Low,RAM,59,73,72,63,52,61,72,66.0
31,179,73,73,3500000,0,4,3,High/Medium,RM,54,74,75,70,71,66,79,68.0
22,181,59,69,230000,1,3,2,Medium/Medium,RES,51,43,58,54,67,53,31,62.0
19,180,55,70,170000,1,3,2,Medium/Medium,SUB,52,60,62,39,68,53,55,67.0
31,195,73,73,2600000,1,2,1,Medium/Medium,RES,17,15,21,66,51,67,55,68.0
27,189,66,67,650000,1,3,2,High/Low,RCB,68,40,47,59,63,68,56,75.0
25,180,70,74,2000000,0,2,3,High/Medium,RES,56,68,67,65,84,72,62,86.0
17,178,48,64,50000,1,3,2,High/Medium,RES,37,50,49,33,53,40,32,77.0
20,173,61,77,525000,1,3,2,Medium/Medium,RES,49,63,66,60,58,58,56,66.0
29,192,76,77,6000000,0,2,1,Medium/Medium,SUB,14,20,12,76,48,69,60,68.0
26,176,63,64,450000,1,3,2,High/Medium,RS,52,63,62,61,60,61,53,85.0
19,186,58,75,250000,1,3,2,Medium/Medium,SUB,59,37,39,56,65,67,35,55.0
32,177,68,68,575000,1,3,3,High/Medium,SUB,61,66,67,65,67,76,65,69.0
19,178,65,78,925000,1,3,2,High/Medium,SUB,48,65,64,59,64,48,49,72.0
27,196,68,70,950000,1,3,2,Medium/Medium,LCB,75,35,50,64,34,94,51,55.0
23,185,75,79,8500000,0,3,3,Medium/High,RM,69,76,76,75,77,75,74,74.0
24,182,64,68,600000,1,3,2,Medium/Medium,SUB,68,64,56,63,74,69,49,62.0
34,180,71,71,900000,1,2,2,Medium/High,SUB,62,59,63,68,74,79,58,56.0
24,185,67,73,800000,1,3,1,Medium/Medium,SUB,24,19,22,67,66,51,28,68.0
37,180,80,80,5500000,1,4,4,Medium/Medium,LS,69,79,84,83,67,71,77,64.0
20,177,53,66,110000,1,3,3,High/High,SUB,37,53,52,43,65,43,46,74.0
25,175,63,65,450000,1,3,3,Medium/Medium,SUB,40,64,62,58,53,56,58,72.0
19,180,52,67,100000,1,2,2,Medium/Medium,RES,48,46,47,48,59,50,39,58.0
19,168,56,70,180000,1,3,2,Medium/Medium,RES,43,50,52,56,75,48,33,62.0
23,180,73,80,5500000,1,3,3,Medium/High,ST,69,75,73,68,70,80,56,76.0
23,175,54,59,90000,1,3,3,Medium/Medium,ST,40,55,60,44,45,55,43,72.0
23,170,72,78,4300000,1,3,3,Medium/Low,RES,58,74,70,65,69,57,65,87.0
25,182,67,72,925000,1,4,3,Low/Medium,SUB,66,62,66,60,78,74,56,58.0
26,192,63,65,400000,1,2,2,Medium/Medium,RCB,58,42,52,58,67,77,29,73.0
24,180,58,64,150000,0,3,2,Medium/Medium,LB,58,48,50,52,68,76,43,65.0
21,182,63,78,800000,0,3,4,Medium/Medium,LM,28,68,70,66,47,65,41,80.0
30,177,64,64,425000,1,4,2,Medium/High,RES,58,58,63,63,87,85,60,66.0
18,185,52,65,80000,0,3,2,Medium/Medium,SUB,56,26,32,44,69,68,24,57.0
20,187,65,78,1100000,1,4,2,High/Medium,SUB,65,61,60,61,68,72,55,68.0
21,174,57,67,170000,1,3,3,Medium/Medium,RES,54,58,62,55,67,50,58,55.0
23,181,55,62,110000,1,3,2,Medium/Medium,RWB,38,57,54,41,52,46,51,80.0
23,180,65,71,750000,1,4,2,Medium/Medium,SUB,62,66,63,58,61,62,64,74.0
25,170,66,70,825000,1,2,2,Medium/Medium,RES,39,70,67,70,61,62,64,66.0
25,187,64,70,550000,1,2,2,Medium/Medium,SUB,65,42,54,59,73,80,43,62.0
17,169,59,77,300000,1,3,2,Medium/Medium,SUB,39,61,65,55,51,34,61,60.0
20,188,54,67,120000,1,3,2,Medium/Medium,SUB,52,54,55,52,59,65,54,67.0
23,185,65,71,650000,1,3,2,Medium/Medium,SUB,58,63,64,64,78,70,45,69.0
21,177,81,87,24500000,1,4,4,Medium/Medium,SUB,50,86,83,79,79,54,78,89.0
20,176,59,72,300000,1,3,3,High/Medium,RES,47,64,65,51,40,62,50,75.0
28,185,70,70,1800000,1,3,3,High/High,RDM,73,66,70,68,65,76,65,55.0
30,179,65,65,425000,0,2,2,Medium/High,SUB,49,43,56,62,65,71,52,71.0
24,179,64,68,525000,1,3,2,Medium/Medium,RES,45,64,59,62,59,72,65,77.0
28,183,65,67,475000,0,2,1,Medium/Medium,GK,10,17,21,68,55,45,43,68.0
23,189,75,79,8000000,1,3,2,Medium/Medium,SUB,77,34,50,69,72,74,36,69.0
30,197,75,75,4500000,1,3,1,Medium/Medium,GK,20,19,33,74,63,69,39,68.0
26,180,64,67,550000,1,2,3,Medium/Medium,RCM,58,70,69,63,67,67,61,58.0
20,180,58,71,200000,1,2,1,Medium/Medium,SUB,13,5,16,56,59,47,21,68.0
21,172,61,73,400000,1,3,2,High/Medium,SUB,56,61,57,53,65,64,42,74.0
27,183,72,72,2800000,1,3,3,High/Medium,RB,60,68,70,68,69,68,60,84.0
31,175,73,73,3000000,0,4,3,Medium/Medium,LDM,55,69,71,71,67,65,77,61.0
24,185,65,72,700000,1,3,3,Medium/Medium,LDM,51,67,68,62,62,74,66,58.0
24,180,64,69,600000,1,3,3,High/Medium,SUB,43,63,62,57,66,52,61,77.0
24,180,72,78,4200000,1,4,3,Medium/Medium,LCM,50,72,70,74,72,58,76,68.0
30,177,63,63,300000,1,2,2,Medium/High,RB,51,55,56,49,68,68,46,74.0
18,170,57,70,180000,1,3,2,Medium/Medium,RES,51,56,55,53,54,36,53,64.0
31,175,64,64,350000,1,3,2,Low/High,CM,61,55,65,59,71,64,62,62.0
22,188,56,66,140000,1,2,2,Medium/Medium,SUB,47,51,54,50,50,60,64,55.0
23,173,51,60,60000,1,3,2,Medium/Medium,RES,44,62,67,40,47,53,54,57.0
27,174,79,80,14000000,0,4,4,High/Medium,SUB,55,86,83,77,74,66,81,69.0
23,176,63,70,450000,0,2,2,Medium/High,RES,57,52,56,58,69,67,52,68.0
33,178,76,76,3700000,1,3,3,Medium/High,CM,52,74,75,77,75,66,71,56.0
22,183,71,78,3300000,1,3,3,High/High,SUB,56,75,75,67,68,75,70,69.0
23,183,59,69,230000,0,2,2,Medium/High,SUB,54,34,40,55,70,72,25,66.0
20,182,64,76,800000,1,4,3,High/Low,SUB,54,66,65,65,56,56,57,78.0
19,180,58,69,210000,1,3,2,High/Medium,RES,65,55,54,60,66,56,47,55.0
31,186,58,58,0,1,3,2,Low/High,Missing,55,33,48,57,67,77,28,60.0
20,171,79,88,19500000,0,3,4,Medium/Medium,SUB,47,78,83,78,49,44,79,75.0
31,182,73,73,3400000,1,4,3,Medium/Medium,RDM,53,72,80,75,49,57,78,47.0
26,180,69,70,1100000,1,2,3,High/Medium,SUB,50,66,65,66,63,56,58,74.0
29,175,76,76,0,1,3,3,High/High,Missing,63,70,72,73,64,60,47,76.0
20,191,66,77,1000000,1,3,2,Medium/Medium,SUB,66,38,49,63,60,74,42,67.0
27,169,62,65,325000,1,3,2,Medium/High,SUB,63,35,57,60,70,63,26,56.0
22,187,60,68,300000,1,3,3,Medium/Medium,SUB,49,66,68,46,34,67,49,68.0
24,180,60,65,275000,1,3,2,High/Low,SUB,67,62,60,53,66,55,50,59.0
24,185,69,78,1500000,1,3,2,Medium/High,SUB,65,55,62,61,71,90,56,64.0
32,190,68,68,575000,1,3,2,Low/High,RDM,74,58,66,60,74,82,60,47.0
20,182,66,76,950000,0,3,2,High/Medium,LCB,67,63,62,58,76,75,34,67.0
25,174,70,72,2200000,0,3,3,High/Medium,RW,57,69,68,72,80,58,67,74.0
32,170,79,79,10000000,0,3,4,Medium/Medium,SUB,56,80,85,81,61,34,83,58.0
29,184,70,70,1500000,0,3,3,Medium/Medium,LCM,64,65,68,67,60,75,69,63.0
26,167,68,69,1100000,0,3,3,High/Medium,RM,37,71,65,63,34,30,62,81.0
23,184,65,74,750000,1,3,2,Medium/Medium,SUB,61,27,45,64,74,71,33,60.0
21,179,55,65,130000,1,3,2,Medium/Medium,RES,35,52,59,44,40,59,49,68.0
21,180,61,73,450000,1,3,2,High/Medium,SUB,59,61,62,60,61,60,53,75.0
31,185,67,67,575000,1,4,2,Medium/Medium,LCB,69,60,59,66,71,82,61,70.0
30,190,63,63,300000,0,3,2,Medium/Medium,SUB,67,35,41,58,32,84,35,32.0
28,187,64,64,475000,1,3,2,High/High,SUB,48,62,64,66,54,75,59,77.0
32,178,66,66,400000,0,2,2,Medium/Low,LB,57,51,70,54,50,59,38,71.0
33,175,72,72,1800000,1,3,3,High/High,LCM,58,72,71,74,91,65,70,73.0
26,182,63,66,475000,1,4,3,High/High,ST,54,59,63,60,67,68,61,72.0
22,183,60,69,325000,0,3,3,Medium/Medium,RES,56,61,63,58,66,57,48,66.0
23,191,63,69,375000,1,3,1,Medium/Medium,SUB,15,11,15,63,35,82,32,68.0
24,175,63,68,500000,1,3,3,High/Medium,SUB,54,63,63,60,54,68,62,77.0
30,186,67,67,625000,1,3,2,Medium/Medium,SUB,71,56,62,56,77,88,49,60.0
24,171,58,65,180000,1,3,2,High/Medium,LCM,51,49,61,52,61,47,61,61.0
20,182,68,84,1900000,1,3,2,Medium/Medium,SUB,57,67,71,67,56,56,69,64.0
19,180,57,69,180000,1,3,2,High/Low,SUB,40,56,62,39,48,56,51,67.0
32,182,71,71,1800000,1,4,3,High/High,SUB,57,72,74,73,66,58,75,63.0
24,178,71,76,2800000,1,3,3,High/Medium,RWB,58,68,64,65,76,67,63,78.0
19,165,55,67,140000,1,2,2,Medium/Medium,SUB,49,58,57,46,45,44,55,67.0
27,172,73,73,4200000,1,3,4,High/Medium,LM,50,78,73,66,45,73,69,83.0
31,186,72,72,2300000,1,3,3,Medium/Medium,CB,73,67,64,69,79,77,57,65.0
23,170,67,73,1000000,0,3,3,High/Medium,RM,31,71,68,59,64,48,60,77.0
35,194,59,59,45000,1,3,2,Low/Medium,RCB,60,34,42,57,61,82,44,31.0
22,177,67,74,950000,1,2,2,Medium/Medium,SUB,60,62,70,67,60,78,71,62.0
20,196,66,77,900000,0,3,1,Medium/Medium,RES,11,8,12,61,34,64,29,68.0
29,178,68,68,900000,1,3,3,Medium/Medium,SUB,65,67,68,62,68,75,46,72.0
27,190,67,70,675000,1,2,1,Medium/Medium,SUB,15,13,22,54,47,78,23,68.0
33,183,70,70,850000,0,3,2,Low/High,LCB,68,58,61,68,67,74,60,60.0
22,187,69,77,1600000,1,3,3,High/Medium,ST,68,71,72,65,72,76,63,66.0
19,181,63,80,800000,0,2,3,Medium/Medium,RES,53,66,68,53,32,68,52,67.0
31,173,71,71,2000000,1,4,3,Medium/Medium,SUB,69,73,69,69,81,79,75,65.0
28,177,77,77,7500000,1,3,3,Medium/Medium,SUB,67,78,74,77,64,69,76,81.0
31,189,64,64,0,1,2,1,Medium/Medium,Missing,10,15,13,48,44,61,49,68.0
34,192,75,75,2500000,1,2,2,Medium/High,RES,80,50,54,64,76,89,44,50.0
23,168,61,70,375000,1,3,3,High/Medium,SUB,54,64,66,57,62,50,60,58.0
25,180,61,66,300000,1,2,2,Low/High,LCB,61,23,51,60,70,63,32,61.0
23,189,64,74,675000,0,3,2,Medium/High,RES,68,48,60,58,82,80,35,61.0
22,186,62,69,325000,1,2,1,Medium/Medium,SUB,19,13,18,57,55,57,21,68.0
30,172,66,66,600000,1,3,2,Medium/Medium,RES,40,71,63,61,41,48,66,73.0
29,183,67,67,625000,1,4,2,Medium/Medium,RB,59,58,58,64,76,72,45,68.0
24,195,71,71,1800000,1,2,1,Medium/Medium,SUB,10,9,21,61,62,85,63,68.0
29,190,72,72,3000000,1,4,3,Medium/Low,SUB,57,72,71,68,71,91,65,84.0
24,178,59,67,180000,0,2,1,Medium/Medium,GK,17,17,22,60,56,65,45,68.0
19,185,52,62,60000,1,3,1,Medium/Medium,RES,11,12,14,41,57,52,28,68.0
31,192,63,63,240000,1,1,1,Medium/Medium,SUB,12,13,22,54,70,65,37,68.0
36,188,69,69,210000,1,3,2,Medium/High,SUB,73,17,59,67,66,76,43,30.0
28,182,67,67,650000,0,3,3,High/Medium,SUB,61,68,65,64,72,61,64,77.0
30,181,70,70,1500000,1,3,3,Low/Medium,RDM,66,64,67,64,74,77,48,61.0
27,173,65,65,575000,1,3,3,High/Medium,LS,52,64,64,58,61,59,55,85.0
20,180,64,77,875000,0,3,2,Medium/Medium,LM,41,68,66,59,65,45,57,75.0
27,181,72,75,3400000,1,2,2,Medium/Medium,SUB,72,52,60,69,85,76,44,71.0
33,186,66,66,300000,1,3,2,Medium/Medium,SUB,68,39,45,59,70,68,37,73.0
32,169,70,70,1400000,0,3,3,Medium/Medium,LM,54,72,70,67,65,56,65,74.0
36,180,68,68,180000,1,3,2,Medium/High,SUB,69,44,56,66,81,72,39,47.0
25,186,58,61,160000,1,3,2,Medium/Medium,SUB,45,56,57,57,70,74,60,68.0
19,188,61,74,425000,0,3,2,Low/High,SUB,70,55,58,55,72,71,25,50.0
28,178,62,62,300000,1,3,2,Medium/Medium,SUB,40,62,62,53,61,60,59,77.0
26,187,67,70,975000,1,3,3,High/High,SUB,55,66,67,65,41,69,57,92.0
34,178,73,73,2100000,1,4,3,High/Low,ST,69,74,72,75,49,72,78,65.0
29,181,57,57,0,1,2,2,Medium/Low,Missing,59,51,55,60,64,64,57,68.0
34,187,66,66,325000,0,3,3,Medium/Medium,SUB,34,65,70,67,54,63,69,58.0
26,181,68,69,1100000,1,3,3,High/High,RS,64,68,65,64,74,72,60,72.0
32,174,83,83,16000000,0,4,5,High/Low,SUB,73,89,91,82,76,76,78,79.0
30,177,69,69,1000000,0,4,3,High/Low,CAM,66,67,67,65,85,56,73,70.0
22,177,64,72,675000,0,4,3,Medium/Medium,SUB,58,62,60,60,60,66,61,81.0
20,169,62,75,525000,0,3,3,High/Medium,LB,55,57,61,55,84,58,52,84.0
34,184,65,65,200000,1,3,2,Medium/High,SUB,66,46,49,59,71,79,48,59.0
26,180,71,73,2600000,1,3,3,Medium/High,CDM,52,64,67,68,59,75,66,55.0
24,186,65,72,575000,1,3,1,Medium/Medium,GK,23,21,29,56,55,40,37,68.0
23,181,67,72,925000,1,3,2,Medium/Medium,RB,56,58,66,66,67,64,60,68.0
25,173,71,76,3100000,1,5,3,High/Medium,CAM,40,73,75,70,72,53,71,79.0
30,190,68,68,725000,1,3,2,Medium/High,SUB,71,47,56,66,76,79,41,42.0
31,177,62,62,275000,1,3,3,Medium/Medium,SUB,55,62,64,63,73,60,63,64.0
22,179,56,64,130000,0,2,2,High/Medium,LM,40,54,51,61,63,54,48,68.0
25,178,63,65,400000,1,3,2,High/Medium,RCB,59,54,62,60,84,74,53,69.0
27,178,80,80,16000000,1,4,3,High/High,RS,79,79,78,82,79,68,70,76.0
28,174,62,62,300000,1,4,2,Medium/Medium,RES,44,61,65,66,51,44,60,73.0
21,183,61,76,525000,1,4,2,Low/High,RES,62,33,59,45,65,51,32,67.0
20,182,63,74,650000,1,3,2,High/Low,RES,60,66,63,54,63,54,54,69.0
23,181,63,69,450000,1,2,2,Low/Medium,LDM,60,58,62,56,56,64,49,63.0
24,184,56,62,120000,1,2,2,Medium/Medium,RES,56,55,56,55,58,65,52,44.0
28,185,65,68,500000,1,2,1,Medium/Medium,GK,13,17,31,65,57,51,20,68.0
28,170,67,67,650000,1,4,3,High/Medium,SUB,57,66,59,66,80,65,49,74.0
30,178,70,70,1700000,0,4,3,High/High,SUB,71,63,61,67,66,82,66,66.0
25,185,56,62,90000,1,2,1,Medium/Medium,RES,21,17,18,48,54,48,47,68.0
28,187,76,77,7500000,1,2,2,Medium/High,RCB,77,60,68,72,85,78,41,61.0
20,196,69,81,1500000,0,2,1,Medium/Medium,GK,10,20,26,62,42,52,59,68.0
37,180,72,72,625000,1,3,2,Medium/Medium,SUB,76,42,59,70,71,75,39,34.0
33,188,65,65,300000,1,1,1,Medium/Medium,GK,20,7,19,69,64,56,46,68.0
23,188,67,74,1100000,1,4,3,Medium/Medium,SUB,69,69,69,61,70,57,68,63.0
23,185,62,71,475000,1,3,2,High/Medium,SUB,51,62,59,55,69,76,61,80.0
26,189,75,78,7500000,1,3,2,Medium/High,RCB,74,64,65,70,77,80,48,68.0
28,182,76,76,6500000,0,2,3,High/Medium,LB,62,76,74,68,73,73,64,86.0
27,173,78,79,10500000,1,4,4,High/Medium,RWB,56,79,80,75,73,58,75,73.0
23,181,74,80,8000000,1,3,3,Medium/Medium,SUB,75,74,73,73,79,74,57,77.0
21,190,64,78,925000,0,3,2,High/Medium,SUB,65,50,54,53,48,83,42,52.0
25,173,69,72,1300000,1,4,2,High/Medium,ST,61,62,66,68,79,66,58,83.0
32,188,70,70,1100000,1,3,1,Medium/Medium,RES,14,15,24,70,75,67,57,68.0
31,183,76,76,6500000,1,4,3,High/Medium,RCM,68,76,80,68,59,80,78,63.0
19,173,64,82,975000,1,4,3,High/Low,SUB,51,66,67,58,63,57,62,78.0
26,181,67,70,925000,1,2,3,Medium/Medium,SUB,63,69,73,65,51,72,62,71.0
24,181,66,72,675000,1,2,1,Medium/Medium,GK,13,16,17,59,51,52,62,68.0
20,187,62,74,500000,0,2,3,High/Medium,RES,53,61,62,53,54,69,45,77.0
29,186,66,66,625000,0,4,3,Medium/Low,RW,65,64,69,67,74,66,63,76.0
26,186,81,84,22500000,0,3,4,Medium/Medium,SUB,80,76,81,77,63,79,60,68.0
29,187,77,77,8500000,1,3,3,High/Medium,RCM,74,74,76,75,52,79,75,59.0
27,186,78,78,11000000,1,4,3,Medium/Medium,LM,66,80,80,76,76,65,72,78.0
26,192,55,59,80000,1,3,1,Medium/Medium,RES,19,12,25,53,56,63,25,68.0
32,186,67,67,475000,1,3,2,Medium/High,RB,58,58,61,62,75,82,55,72.0
28,179,63,63,325000,1,2,3,High/Low,SUB,62,32,62,64,78,69,34,56.0
32,175,69,69,800000,1,3,3,Medium/Medium,SUB,49,68,73,66,58,49,73,78.0
27,180,74,75,5500000,1,3,3,High/Medium,SUB,62,74,73,72,67,70,70,83.0
27,180,67,67,800000,1,3,3,Medium/High,RES,46,69,71,60,62,64,65,64.0
24,183,73,73,4400000,1,3,4,High/Low,CAM,61,74,75,82,55,77,76,69.0
24,175,75,80,9000000,1,2,3,High/Medium,RW,62,76,74,71,75,71,71,93.0
24,183,66,70,750000,1,4,2,Medium/Medium,LCB,72,25,54,57,80,84,23,69.0
19,183,63,79,750000,1,3,2,Medium/Medium,RES,61,60,66,61,62,58,65,69.0
28,193,90,91,75500000,1,3,2,Medium/Medium,LCB,87,70,77,89,90,92,65,76.0
20,185,56,71,200000,0,3,2,Medium/Low,ST,69,51,55,57,61,34,54,52.0
29,188,70,70,1300000,1,2,1,Medium/Medium,SUB,18,10,23,60,77,49,34,68.0
23,182,71,74,2700000,0,2,3,Medium/Medium,SUB,69,66,71,66,67,69,64,63.0
31,182,67,67,650000,1,3,2,Medium/High,LCM,41,66,72,55,50,70,65,59.0
22,185,64,70,550000,1,3,2,Medium/Medium,SUB,68,33,39,64,68,68,28,61.0
28,189,65,66,525000,1,3,2,Medium/Medium,RCB,68,50,61,52,61,71,23,58.0
24,171,57,60,130000,0,2,2,High/Low,RES,39,63,66,38,48,76,51,72.0
19,178,55,68,140000,1,3,2,Medium/High,RES,44,37,45,51,66,55,26,60.0
32,190,63,63,220000,0,3,1,Medium/Medium,SUB,15,14,13,63,66,64,35,68.0
31,180,61,61,180000,0,3,3,High/Medium,SUB,54,58,56,58,66,65,48,59.0
25,190,68,73,1200000,0,3,2,Medium/Medium,RES,78,63,62,65,72,83,53,63.0
21,190,72,82,5000000,1,3,3,Medium/Medium,LS,71,73,75,70,71,82,70,70.0
29,191,66,67,525000,1,3,1,Medium/Medium,SUB,13,14,19,63,34,31,59,68.0
32,181,60,60,160000,1,3,2,Medium/Medium,SUB,49,56,58,57,51,63,55,74.0
29,196,68,68,750000,1,3,2,Medium/High,RCB,72,42,50,61,72,83,37,54.0
17,180,59,77,275000,0,4,3,Medium/Medium,RES,49,73,66,52,59,46,41,72.0
25,163,67,69,925000,1,3,3,High/Medium,RM,38,67,65,58,81,32,46,80.0
33,183,72,72,1400000,1,3,2,High/High,RB,51,71,65,72,56,72,50,65.0
31,174,72,72,2700000,1,3,3,Medium/Medium,RDM,52,74,75,67,73,73,74,63.0
21,166,76,85,12000000,0,3,3,High/Low,CAM,41,79,76,69,50,65,77,72.0
29,179,63,63,350000,1,3,2,Medium/Medium,LB,39,61,62,61,45,45,63,81.0
20,189,59,71,275000,1,2,2,High/Medium,SUB,63,44,60,57,60,67,50,54.0
26,188,63,66,0,1,3,1,Medium/Medium,Missing,11,5,11,57,49,61,38,68.0
28,179,65,65,525000,1,3,3,High/Medium,SUB,52,67,66,59,78,61,65,71.0
23,189,70,77,2300000,1,3,2,High/High,SUB,68,59,62,66,69,76,63,62.0
20,169,62,73,475000,0,3,2,High/Medium,SUB,38,60,62,53,68,61,52,70.0
35,181,61,61,70000,1,3,1,Medium/Medium,SUB,13,8,14,61,70,43,34,68.0
22,190,54,63,110000,0,3,2,Medium/Medium,RES,58,53,54,49,57,57,49,63.0
22,186,69,76,1500000,1,3,3,High/Medium,SUB,62,69,71,67,69,74,59,72.0
20,174,61,68,350000,1,3,2,High/Low,RES,45,66,67,60,56,47,52,65.0
20,175,62,73,525000,1,3,2,High/Medium,LCM,44,62,63,60,73,58,62,72.0
31,186,65,65,400000,1,3,2,High/High,RES,35,60,60,65,33,67,61,64.0
24,191,70,75,2400000,1,4,2,Medium/Medium,ST,74,61,62,68,80,86,48,61.0
20,176,62,72,450000,1,3,2,Medium/Medium,RES,47,56,60,56,70,64,45,71.0
19,170,64,79,975000,1,3,4,High/Medium,RES,61,67,62,48,61,52,69,65.0
28,174,69,69,925000,1,2,2,Medium/High,SUB,57,68,66,63,62,71,54,66.0
31,184,69,69,950000,1,3,3,Medium/Medium,SUB,76,67,71,58,68,82,54,63.0
21,181,64,74,725000,1,3,3,High/Medium,SUB,44,68,66,61,48,38,54,86.0
18,183,50,67,60000,1,2,2,Medium/Medium,SUB,51,48,48,49,62,64,48,79.0
30,166,74,74,5500000,1,4,3,High/Medium,RM,45,75,75,74,33,46,68,83.0
20,173,66,82,1300000,1,3,3,High/Medium,RES,33,71,70,65,63,43,59,75.0
28,168,60,60,210000,1,3,2,Medium/Medium,RES,41,63,59,56,67,55,59,50.0
27,190,63,66,325000,0,3,1,Medium/Medium,SUB,21,23,24,54,58,52,43,68.0
24,167,64,69,525000,1,3,3,High/Medium,RWB,51,67,64,58,43,52,50,84.0
27,192,66,66,675000,1,3,2,Medium/High,RS,70,63,65,63,53,84,64,69.0
35,177,75,75,3100000,1,4,4,High/Medium,ST,54,83,81,74,62,64,74,70.0
30,173,69,69,975000,1,4,2,Medium/Medium,SUB,41,59,69,64,71,70,70,70.0
27,172,66,66,675000,1,3,3,High/Low,SUB,41,70,74,50,55,61,70,63.0
31,188,82,82,14000000,1,3,1,Medium/Medium,GK,19,14,20,79,73,73,68,68.0
25,190,67,71,875000,1,2,2,Low/High,CB,74,29,48,62,71,83,32,43.0
23,188,53,62,80000,1,3,2,Medium/Medium,RES,49,27,35,49,62,71,25,62.0
22,167,66,73,900000,0,4,3,High/Medium,SUB,42,72,68,61,43,54,60,82.0
22,172,75,82,9500000,1,3,4,High/Medium,SUB,32,78,77,65,37,45,68,78.0
25,197,64,68,425000,1,2,1,Medium/Medium,SUB,15,17,16,53,57,57,43,68.0
31,194,67,67,675000,1,3,2,Medium/Medium,LS,78,58,65,67,70,85,56,52.0
20,159,67,75,1100000,0,3,4,High/Medium,SUB,48,75,68,64,70,33,63,75.0
21,187,59,73,350000,1,3,2,Medium/Medium,SUB,56,61,58,48,60,67,55,76.0
17,187,53,74,110000,1,2,1,Medium/Medium,SUB,11,10,15,30,51,43,28,68.0
34,192,76,76,2900000,1,3,3,Medium/High,RCB,78,73,75,68,81,89,77,60.0
20,180,72,82,5000000,1,3,4,High/Medium,RES,39,77,76,64,41,52,67,85.0
19,165,62,77,650000,1,3,2,High/High,CM,38,66,64,56,58,45,61,72.0
19,177,54,70,150000,1,3,2,Medium/Medium,SUB,54,47,48,51,65,51,46,69.0
28,192,67,67,800000,0,3,3,High/Medium,RES,65,62,65,65,49,82,52,75.0
22,177,63,72,575000,0,5,3,Medium/Medium,SUB,39,64,63,54,61,68,59,67.0
20,187,60,70,300000,1,3,2,Medium/Medium,RB,63,39,59,55,65,54,36,65.0
30,185,71,71,2000000,1,3,2,Medium/High,SUB,60,50,62,62,48,93,60,43.0
18,176,51,72,80000,1,2,2,Medium/Low,RES,48,51,46,51,59,47,46,72.0
19,171,68,84,1900000,0,3,3,Medium/Medium,SUB,43,74,71,56,52,32,60,70.0
28,190,71,71,2400000,1,4,3,High/Medium,RES,71,66,71,66,74,82,67,66.0
24,190,60,67,275000,1,3,2,Medium/Medium,RES,45,59,61,55,58,68,61,60.0
31,197,63,63,240000,1,2,1,Medium/Medium,SUB,14,14,16,63,60,72,44,68.0
35,168,68,68,0,1,3,3,Medium/Low,Missing,43,71,70,66,58,36,60,77.0
27,180,69,69,1100000,1,4,3,Medium/Low,SUB,61,78,74,63,63,62,63,73.0
28,184,65,66,525000,1,3,2,High/Medium,LCB,67,39,54,64,61,76,58,69.0
27,180,62,64,325000,1,4,2,Medium/Medium,RB,52,61,58,58,74,76,39,74.0
21,173,58,67,200000,1,2,3,Medium/Medium,SUB,41,58,58,52,57,53,55,71.0
30,168,60,60,200000,0,3,3,High/Medium,SUB,38,60,59,54,56,57,58,76.0
28,168,75,75,6500000,1,4,3,Medium/Medium,CAM,53,76,76,74,67,48,69,83.0
30,183,76,76,6500000,1,3,2,Medium/High,LDM,75,64,75,72,73,80,69,54.0
20,181,71,71,2700000,0,3,3,Medium/Medium,SUB,69,66,69,68,79,73,61,72.0
20,182,58,68,210000,1,3,3,Medium/Medium,RES,36,60,58,47,47,43,55,74.0
24,193,68,73,900000,1,3,1,Medium/Medium,GK,18,21,21,64,60,69,23,68.0
37,184,75,75,675000,1,2,1,Medium/Medium,RES,14,11,32,70,75,61,58,68.0
17,175,51,69,70000,1,3,2,Medium/Medium,RES,43,51,53,55,63,45,51,70.0
22,177,66,77,1100000,1,3,3,High/High,SUB,38,66,64,61,59,67,60,84.0
